Address,Amount
tz1NRbpmTuPEFCCYCqCr7i3hkMRDRhBFgmxz,8
tz1eqt71cHna4YgyNg3ao6x22xU7c7CZXxcf,125
tz1SBxNvpDFC4bjW23CtQfVLqN5cBATVf68B,117
tz1Rgo7URug42QnhBM6eLy4MWdfwn4RovHy6,18692
tz1P6DFx1Biicriaz37h6oLAhndhBL8eMoAt,3200
tz1R3bKH1seset2h49p4vrZJCEL8voJgSK2G,2853
tz1bdRJkGkNQ7homh4PTnkVM7xzVWhuC4EMm,3233
tz1Z2Ne4ZHxNPuCJeCcoykHVXTqhVdLMD9gV,4844
tz1Qji1NnEPj4Cxa9s2WEoWi9U9KM6a9gdDL,1014
tz1eZFb4bNMMdveGT7BPcktbYsurg2e8r1xR,3
tz1RartAmPJhFsL9oAhZndSL2G7KCsaQqqkf,21248
tz1MyqKoe43P4Z8MfHoXVBTrohgcbehp2zLL,12141
tz1SRcMg9GRXi7paNeAc3ARn23mS3Z5dXa6S,131
tz1YjtCLzjw3bqPxJh6MqdVBFrM2zrsA9kyg,32
tz1hD7VdzRpWG3nmYpCyW2gNc8mQNs3TCgxu,4491
tz1aBDeNFooBEmBXnWDVgLknNMUHMYhHVcRA,5403
tz1hD5k7QW9ChHCgb2YLthKFirKDYQiNPDJz,165
tz1ZL7ekzieKxwngCCyjsCN5qhu1ohwJQEBy,386
tz1enbGpES1NDr2kTaocDhxvMqtpMy4ruhW6,154
tz1ehGMhxarDhwppx14PX1Y3eqbZ5W9Bc2Y1,38
tz1ed4brTwpFg8hFUJSJ4HqnsC7sEjVesMtb,1076
tz1QJE62jTxHis7kZkbDT2zsYZyauNDNzWg7,479
tz1gWt7kUnJtGXoT5BYzHVa89qGp6QVvQmyp,619
tz1epR6pJmPaJ8vvzNi6V1T51ccocX1Y4VBb,19
tz1TrxaPKNsRpcgw58155HdX6USrpV2fERQm,670
tz1W19DveaP3mW4WvFtdVdqGsWwBL5q1QDSK,353
tz1esdEqZC5Nz3HDFseHvpH6SmQJPocxLzA2,197
tz1XyTsb9DwkPru3eU1Cwnr5JkihEi5eisHo,32
tz1ULQQ3S4kFLhhpPsegiMVFmXx2G6ewmbTA,363
tz1LRrXCmELevk5znmVcYD63TChSpYh3vaE6,188
tz3T9ZKHLVzc23dxD85p9xo6L8L5mx1hvb5x,452
tz1dZuKxjVojU7gtRDU1nMmG8uRdowF2Q3Sn,267
tz1S8GvdiWQghwPMMzbNvRh66rcfmhEA6vj2,4121
tz1N9qzry2ko1gwTK6HKWamZZK6FGx3Vr89U,357
tz1QQ4HyGbCZDmQxeVHoLP99KLyfvGvyX21i,5323
tz1WKygtstVY96oyc6Rmk945dMf33LeihgWT,1906
tz1Rux3pGrp2KpZUBKvg3VQ4edRYVJsapr4z,13964
tz1LWMmDzH79xyu6JvELrnvWLBBVjZg7TnfN,2847
tz1esBaTjr9qFQ7FhrDQF7N7bTpNSVTkGbMU,4
tz1LaWQ2BUAdTVNz9nb7AhKDcPDQsb99tzhD,20
